Product,Strength
Ristidic,6 mg hard gelatin  capsule
Ristidic,"0,5 mg tablets"
Ritonavir Accord,2 mg tablets
Rivanol Chemax Pharma,5 mg tablets
Rivanol  Galen - Pharma,10 mg tablets
Rivanol  VT,10 mg orodispersible  tablets
Rivarocon,5 mg orodispersible  tablets
Rivarocon,35 mg film-coated tablets
Rivarocon,"20 mg capsules, soft"
Rivastigmin  Cipla,"0,25 micrograms  capsules, soft"
Rivastigmin  Cipla,5 mg film-coated tablets
Rivastigmin  Cipla,750 000 IU/125 mg film -  coated tablets
Rivastigmin  Cipla,"3 million IU/0,5 ml  solution for injection in pre - filled syringes"
Rivotril,500 micrograms film -  coated tablets
Rivotril,10 mg tablets
Rizagren,"2 mg, 4 mg, 8 mg  prol-rel tablets"
Rizagren,2 mg prolonged - release  tablets
Rizatriptan  Actavis,4 mg prolonged - release  tablets
Rizatriptan  Actavis,8 mg prolonged - release  tablets
Rizida,15 mg film - coated  tablets
Roaccutane,30 mg film - coated  tablets
Rocaltrol,40 mg film - coated  tablets
Rodispes,5 mg film - coated  tablets
Rodogyl,10 mg film - coated  tablets
Roferon  - A,20 mg film - coated  tablets
Roflumilast  Accord,25 mg/25 mg/g cream
Roletra,1 mg/ml oral solution
Rolpryna,2 mg film - coated  tablets
Rolpryna  SR,3 mg film - coated  tablets
Rolpryna  SR,2 mg film - coated  tablets
Rolpryna  SR,"0,5 mg film - coated  tablets"
Romazic,1 mg film - coated  tablets
Romazic,"0,5 mg film - coated  tablets"
Romazic,"0,25 mg film - coated  tablets"
Romazic,1 mg film - coated  tablets
Romazic,2 mg film - coated  tablets
Romazic,5 mg film - coated  tablets
Romla,"0,25 mg film - coated  tablets"
Ronydal,"0,5 mg film - coated  tablets"
Ronydal,1 mg film - coated  tablets
Ronydal,2 mg film - coated  tablets
Ropinirole  - Tchaikapharma,3 mg film - coated  tablets
Ropinirole  - Tchaikapharma,"0, 5 mg film - coated  tablets"
Ropinirole  - Tchaikapharma,"0,25 mg film - coated  tablets"
Ropinirole  Accord,1 mg film - coated  tablets
Ropinirole  Accord,2 mg film - coated  tablets
Ropinirole  Accord,5 mg film - coated  tablets
Ropinirole  Accord,5 mg/ml solution for  injection
Ropinirole  Accord,"7,5 mg solution for  injection"
Ropinstad,10 mg/ml solution for  injection
Ropinstad,2 mg/ml solution for  injection
Ropinstad,5 mg/ml solution for  injection
Ropinstad,"7,5 mg/ml solution for  injection"
Ropinstad,2 mg ; 10 mg / ml solution for inj.
Ropison,10 mg/h solution for  infusion in adminisrtation system
Ropison,5 mg film - coated  tablets
Ropison,10 mg film - coated  tablets
Ropison,20 mg film - coated  tablets
Ropison,40 mg film - coated  tablets
Ropivacain HCI B. Braun,
Ropivacain HCI B. Braun,500 mg granules for  vaginal solution
Ropivacain  Kabi,"0, lg/100 ml vaginal  solution"
Ropivacain  Kabi,40 mg/10 mg film - coated  tablets
Ropivacain  Kabi,10 mg/10 mg film - coated  tablets
Ropivacain  Kabi,15 mg/10 mg film - coated  tablets
Ropivacaine  CHIESI,20 mg/10 mg film -  coated tablets
Ropivacaine Readyfusor,5 mg/10 mg film - coated  tablets
Ropuido,10 mg film - coated  tablets
Ropuido,20 mg film - coated  tablets
Ropuido,10 mg film - coated tablets
Ropuido,20 mg film - coated tablets
Rosacta Cream,40 mg film - coated tablets
Rosalgin,40 mg film - coated  tablets
Rosalgin Easy,10 mg film - coated tablets
Rosazimib,20 mg film - coated tablets
Rosazimib,"10 mg/5 mg capsules,  hard"
Rosazimib,"10 mg/10 mg capsules,  hard"
Rosazimib,"20 mg/5 mg capsules,  hard"
Rosazimib,"20 mg/10 mg capsules,  hard"
Rosistat,10 mg/5 mg film - coated  tablets
Rosistat,10 mg/10 mg film -  coated tablet
Rossta,15 mg/10 mg film -  coated tablets
Rossta,20 mg/10 mg film -  coated tablets
Rossta,20 mg/5 mg film - coated  tablets
ROSUCARD,15 mg/5 mg film - coated  tablets
Rosucard,5 mg film - coated  tablets
Rosucard,10 mg film - coated  tablets
Rosucard  Combi,20 mg film - coated  tablets
Rosucard  Combi,40 mg film - coated  tablets
Rosucard  Combi,20 mg/10 mg hard  capsules
Rosucard  Combi,10 mg/10 mg hard  capsules
Rosudapin,10 mg/10 mg hard capsules
Rosudapin,10 mg/10 mg hard capsules
Rosudapin,20 mg/10 mg hard  capsules
Rosudapin,40 mg film - coated  tablets
Rosudapin,5 mg film - coated  tablets
Rosudapin,10 mg film - coated  tablets
Rosulip,20 mg film - coated  tablets
Rosulip,10 mg film - coated  tablets
Rosulip,20 mg film - coated  tablets
Rosulip,5 mg film - coated  tablets
Rosulip  Plus,10 mg film - coated  tablets
Rosulip  Plus,20 mg film - coated  tablets
Rosulip  Plus,40 mg film - coated  tablets
Rosulip  Pro,10 mg film - coated tablets
Rosulip  Pro,5 mg film - coated  tablets
Rosuvanor,20 mg film - coated  tablets
Rosuvanor,40 mg film - coated  tablets
Rosuvanor,5 mg film - coated tablets
Rosuvanor,10 mg film - coated tablets
Rosuvastatin  - Ratiopharm,15 mg film - coated tablets
Rosuvastatin  - Ratiopharm,20 mg film - coated tablets
Rosuvastatin  Accord,30 mg film - coated tablets
Rosuvastatin  Accord,40 mg film - coated tablets
Rosuvastatin  Accord,10 mg film - coated  tablets
Rosuvastatin  Accord,20 mg film - coated  tablets
Rosuvastatin  Actavis,40 mg film - coated  tablets
Rosuvastatin  Actavis,5 mg film - coated table
Rosuvastatin Actavis,10 mg film-coated  tablets
Rosuvastatin Actavis,20 mg film-coated  tablets
Rosuvastatin  KRKA,10 mg film - coated  tablets
Rosuvastatin  KRKA,20 mg film - coated tablets
Rosuvastatin  KRKA,5 mg film - coated  tablets
Rosuvastatin  KRKA,5 mg film - coated tablets
Rosuvastatin  KRKA,10 mg film - coated tablets
Rosuvastatin  KRKA,20 mg film - coated tablets
Rosuvastatin  Momaja,40 mg film - coated tablets
Rosuvastatin  Momaja,10 mg film - coated  tablets
Rosuvastatin  Momaja,20 mg film - coated  tablets
Rosuvastatin  Momaja,40 mg film - coated  tablets
Rosuvastatin  Mylan,5 mg film - coated  tablets
Rosuvastatin  Mylan,10 mg film - coated  tablets
Rosuvastatin  SPM,20 mg film - coated  tablets
Rosuvastatin  SPM,5 mg film - coated  tablets
Rosuvastatin  SPM,10 mg film - coated  tablets
Rosuvastatin  Teva,15 mg film - coated  tablets
Rosuvastatin  Teva,20 mg film - coated  tablets
Rosuvastatin  Teva,30 mg film - coated  tablets
Rosuvastatin  Teva,40 mg film - coated  tablets
Rosuvastatin-ratiopharm,100 mg chewable tablets
Rosuvastatin-ratiopharm,25 mg chewable tablets
Rosuvistat,50 mg chewable tablets
Rosuvistat,120 mg film - coated  tablets
Rosuvistat,30 mg film - coated  tablets
Rosuvistat,60 mg film - coated  tablets
Roswera,90 mg film - coated  tablets
Roswera,750 000 IU/125 mg film -  coated tablets
Roswera,10 mg film - coated  tablets
Roswera,20 mg film - coated  tablets
Roswera,caps. x 30
Roswera,caps. x 30
Rosytona,10 mg/5 mg/4 mg film -  coated tablets
Rosytona,10 mg/5 mg/8 mg film -  coated tablets
Rosytona,10 mg/10 mg/8 mg film -  coated tablets
Roticox,20 mg/5 mg/4 mg film -  coated tablets
Roticox,20 mg/5 mg/8 mg film -  coated tablets
Roticox,20 mg/10 mg/8 mg film -  coated tablets
Roticox,"10 mg/4 mg/1,25 mg film -  coated tablets"
Rovamet,"20 mg/4 mg/1,25 mg film -  coated tablets"
Rovasta,"10 mg/8 mg/2,5 mg film -  coated tablets"
Rovasta,"20 mg/8 mg/2,5 mg film -  coated tablets"
Rowachol,tabl. film 300 mg x 10;  x 20
Rowatinex,150 mg film - coated  tablets
Roxampex,10 mg/10 mg film -  coated tablets
Roxampex,20 mg/10 mg film -  coated tablets
Roxampex,powder and solvent for  suspension for injection
Roxampex,150 mg film-coated  tablets
Roxampex,500 micrograms film - coated  tablets
Roxampex,10 mg film - coated  tablets
Roxiper,15 mg film - coated  tablets
Roxiper,20 mg film - coated  tablets
Roxiper,10 mg tablets
Roxiper,1 mg/ml oral solution
Roxistad,10 mg film - coated tablets
Roxistad,20 mg film - coated tablets
Rozor,325 mg film - coated  tablets
Rozor,"3,5 mg/ml solution for  injection"
Rudivax,150 mg film - coated  tablets
Rulid,300 mg film - coated  tablets
Rumixafen,70 mg/20 ml solution for  injection
Runaplax,300 mg film - coated tablets
Runaplax,150 mg film - coated tablets
Runaplax,
Rupafin,
Rupafin,описание:
Rusocon,"69,19 mg/ml oral  suspension"
Rusocon,1  mg tablets
Ruvexin,500 mg gastro -  resistant tablets
Rytmocard,"100 micrograms/metered  actuation, pressurised inhalation suspension"
Rytmocard,100 micrograms/dose  pressurised inhalation suspesnio
Rytmocard,2 mg/5 ml syrup
Rytmonorm,4 mg tablets
Rytmonorm,2 mg tablets
Rytmonorm,"25 micrograms/125  micrograms/dose pressurised inhalation, suspension"
,"25 micrograms/250  micrograms/dose pressurised inhalation, suspension"
"Одобрени КХП на лекарствени продукти, разрешени за употреба в Р.  България","25 microgram/250  microgram per metered dose pressurized inhalation, suspension"
,"25 microgram/50  microgram per metered dose pressurized inhalation, suspension"
търговско  наименование:,"25 microgram/125  microgram per metered dose pressurized inhalation, suspension"
,"1,5 g gastro - resistant  prolonged - release granules"
Sab  Simplex,500 mg gastro -  resistant prolonged - release granules
Sagilia,250 mg gastro -  resistant tablets
Salazopyrin  EN,1 g suppositories
Salbutamol  Inhaler,1000 mg gastro -  resistant prolonged - release granules
Salbutamol  Sandoz,3 mg gastro - resistant  prolonged - release granules
Salbutamol  Sopharma,4 g/60 ml rectal  suspension
Salbutamol  WZF,500 mg gastro - resistant  tablets
Salbutamol  WZF,500 mg suppositories
Salmeterol  and Fluticasone Cipla,250 mg suppositories
Salmeterol  and Fluticasone Cipla,100 mg tablets
Salmeterol/Fluticasone  Genetic,25 mg soft capsules
Salmeterol/Fluticasone  Genetic,50 mg soft capsules
Salmeterol/Fluticasone  Genetic,100 mg soft capsules
Salofalk,100 mg/ml oral solution
Salofalk,100 microgram/1 ml  solution for injection/infusion
Salofalk,20 mg powder and solvent  for suspension for injection
Salofalk,30 mg powder and solvent  for suspension for injection
Salofalk,5 mg/ml solution for  injection
Salofalk,1 g effervescent tablets
Salofalk,1 g/5 ml oral solution
Salofalk,250 mg/150 mg/50 mg  tablets
Salofalk,250 mg/150 mg/50 mg  tablets
Salofalk,40 mg film - coated  tablets
Saluretin,80 mg film - coated  tablets
Sandimmun  Neoral,160 mg film - coated  tablets
Sandimmun  Neoral,"80 mg/12,5 mg film - coated  tablets"
Sandimmun  Neoral,"160 mg/12,5 mg film - coated  tablets"
Sandimmun  Neoral,160 mg/25 mg film - coated  tablets
Sandostatin,5 mg/80 mg film - coated  tablets
Sandostatin  LAR,5 mg/160 mg film -  coated tablets
Sandostatin  LAR,10 mg/160 mg film -  coated tablets
Sanergy  Spinal,160 mg hard gelatin  capsules
Sargenor,200 mg/50 mg/200 mg film  - coated tablets
Sargenor,"75 mg/18,5 mg/200 mg  film - coated tablets"
Saridon,"125 mg/31,25 mg/200 mg  film - coated tablets"
Sariphezon,"175 mg/43,75 mg/200 mg  film - coated tablets"
Sarteg,100 mg/25 mg/200 mg film  - coated tablets
Sarteg,"150 mg/37,5 mg/200 mg  film - coated tablets"
Sarteg,"50 mg/12,5 mg/200 mg  film - coated tablets"
Sarteg  HCT,50  mg tablets
Sarteg  HCT,30 mg/ml solution for  injection
Sarteg  HCT,"sol. inj. - 1,8 ml x 50"
Sartesta,solution for injection
Sartesta,300 mg/ml solution for  injection
Sartesta,370 mg/ml solution for  injection
Sartoval,50 mg film - coated  tablets
Sastravi,20 mg/ml solution for  injection
Sastravi,1500 micrograms tablet
Sastravi,75 mg / 23 mg / 45 mg  coated table
Sastravi,tablets
Sastravi,tablets
Sastravi,200 mg film - coated  tablets
Sastravi,50 mg film - coated  tablets
Saxotin,100 mg film - coated  tablets
Scandonest,200 mg film - coated  tablets
Scandonest  2% Special,5 mg tablets
Scandonest  2% Special With Adrenaline 1:100 000,100 mg/2 ml solution for  injection/infusion
Scanlux,250 mg/2 ml solution for  injection/infusion
Scanlux,500 mg/2 ml solution for  injection/infusion
Sclefic,100 mg tablets
Scopolamine  butylbromide Kalceks,50 mg tablets
Secondelle,"0.5 mg/ml eye drops,  solution"
Sedacur  forte,"0,5 mg/ ml nasal spray,  solution"
Sedalgin-Neo,"1 mg/ ml nasal spray,  solution"
Sedatif PC,"0,1 % oromucosal  solution"
Sefpotec,"1 mg/50 mg in 1 ml nasal spray, solution"
Seizpat,"0,5 mg/50 mg in 1 ml  nasal spray, solution"
Seizpat,40 mg/ml + 10  micrograms/ml solution for injection
Seizpat,40 mg/ml + 5  micrograms/ml solution for injection
Selegos,2 mg compressed lozenges
Selemycin,5 mg/  5mg compressed lozenges
Selemycin,5 mg/ 5 mg compressed  lozenges
Selemycin,loz. x 30
Selexol,1 mg lozenge
Selexol,"1,2 mg lozenges"
Sensilux Unimed Pharma,"1,2 mg lozenges"
Senziola,1 mg lozenges
Senziola,"1,2 mg lozenges"
Septadin,lozenges
Septanazal for adults,10 mg/ml +2 mg/ml  oromucosal spray
Septanazal  for chilsren,5 mg/1 mg lozenges
Septanest 1/100 000,5 mg/1 mg lozenges
Septanest 1/200 000,5 mg/1 mg lozenges
Septofort,3 mg/1 mg lozenges
Septofort  Strong,"1,5 mg/ml + 5,0 mg/ml  oromucosal spray, solution"
Septol,3 mg/1 mg lozenges
Septolete,3 mg/1 mg lozenges
Septolete,3 mg/1 mg lozenges
Septolete  Apple,3 mg/1 mg lozenges
Septolete  Cherry,4 mg film - coated  tablets
Septolete  D,12 mg film - coated  tablets
Septolete  Lemon,16 mg film - coated  tablets
Septolete  Plus,"50 micrograms/100  micrograms/dose inhalation powder, pre-dispensed"
Septolete  Plus,"50 micrograms/250  micrograms/dose inhalation powder, pre-dispensed"
Septolete  Plus,"50 micrograms/500  micrograms/dose inhalation powder, pre-dispensed"
Septolete  Plus Honey and Lime,"25 micrograms/metered  actuation,pressurised inhalation, suspension"
Septolete  Plus Strawberry,4 mg powder and solvent  for solution for injection
Septolete  Total,10 mg coated tablets
Septolete  Total,30 mg film - coated  tablets
Septolete  Total eucalyptus,20 mg film - coated  tablets
Septolete  Total lemon and elder flower,100 mg film - coated  tablets
Septolete Total lemon and honey,200 mg film - coated  tablets
Septolette  Homey And Lemon,20 mg film - coated  tablets
Serdolect,50 mg film-coated  tablets
Serdolect,100 mg film-coated  tablets
Serdolect,50 mg film - coated  tablets
Seretide  Diskus,"0,9 % solution for  infusion"
Seretide  Diskus,100 mg film - coated  tablets
Seretide  Diskus,50 mg film - coated  tablets
Serevent  Inhaler,100 mg film - coated  tablets
Sermion,200 mg film - coated  tablets
Sermion,150 mg film - coated  tablets
Sermion,25 mg film - coated  tablets
Seropram,300 mg film - coated  tablets
Serotiapine,tabl. film 8 mg x 10
Serotiapine,sol. inj. 2 mg/ml - 2 ml  x 5; 4 ml x 5
Seroxat,tabl. film 4 mg x 10
Sertraline Accord,800 mg film - coated tablets
Sertraline Accord,800 mg film - coated tablets
Sertran,800 mg film - coated  tablets
Serum Physiologicum,800 mg film - coated  tablets
Setaloft,400 mg film - coated  tablets
Setaloft,800 mg film - coated  tablets
Setinin,800 mg film - coated  tablets
Setinin,800 mg film - coated tablets
Setinin,"20 mg/5 mg/12,5 mg film  - coated tablets"
Setinin,"40 mg/10 mg/12,5 mg film  - coated tablets"
Setinin,40 mg/10 mg/25 mg film -  coated tablets
Setronon,40 mg/5 mg/25 mg film -  coated tablets
Setronon,"40 mg/5 mg/12,5 mg film  - coated tablets"
Setronon,"100% inhalation vapour,  liquid"
Sevalamer  Sandoz,"l00% inhalation vapour,  liquid"
Sevelamer  Carbonate Heaton,"100% inhalation vapour,  liquid"
Sevelamer  Carbonate Kiron Pharmaceutica,5% medicated nail  lacquer
Sevelamer  Carbonate Synthon,5 mg tablets
Sevelamer Hydrochloride Waymade,"flim tabl. 2 mg. /0,03  mg"
Sevelamer Hydrochloride Waymade,"2 mg/0,03 mg film -  coated tablets"
Sevelamer  Sandoz,4 mg hard capsules
Sevelamer Teva,8 mg hard capsules
Sevikar  HCT,"0,02 mg/3 mg film -  coated tablets"
Sevikar  HCT,"0,03 mg/3 mg film -  coated tablets"
Sevikar  HCT,"25 mg, 100 mg  film-coated tablets"
Sevikar  HCT,25 mg orodispersible  film
Sevikar  HCT,50 mg orodispersible  film
Sevoflurane  Baxter,75 mg orodispersible  film
Sevoflurane  Piramal,50 mg film - coated  tablets
Sevorane,100 mg film - coated  tablets
ShollMed  Fungal Nail Complete Treatment KIT,50 mg film - coated  tablets
Sibelium,100 mg film - coated  tablets
Sibilla,tabl. film. 25 mg x 1; x  4
Sibilla  28,100 mg film - coated  tablets
Sidarso,50 mg film - coated  tablets
Sidarso,100 mg film - coated  tablets
Sidretella,25 mg film - coated  tablets
Sidretella,50 mg film - coated  tablets
Silaxa,50 mg tablets
SildeHexal  SF,100 mg tablets
SildeHexal  SF,25 mg film - coated  tablets
SildeHexal  SF,50 mg film - coated  tablets
Silden,100 mg film - coated  tablets
Silden,25 mg chewable tablets
Sildenafil Ajanta Pharma,100 mg chewable tablets
Sildenafil Ajanta Pharma,50 mg chewable tablets
Sildenafil  Medana,50 mg film - coated  tablets
Sildenafil  Medana,100 mg film - coated  tablets
Sildenafil  Medana,4 mg hard capsules
Sildenafil  Mylan,8 mg hard capsules
Sildenafil  Mylan,320 mg film - coated  tablets
Sildenafil  Mylan,"2,5 mg/ml concentrate  for solution for infusion"
Sildenafil  Sandoz,20 mg film - coated  tablets
Sildenafil  Sandoz,tabl. 20 mg x 28; x 84
Sildenafil  Stada,mg flim coated tabi
Sildenafil  Stada,"eye drops, solution"
Sildenafil  Stada,"eye drops, solution"
Sildenafil  Teva,"eye drops, solution"
Sildenafil Teva,"eye drops, solution"
Sildenafil Teva,10 mg film - coated tablets
Silegria,20 mg film - coated tablets
Silegria,40 mg film - coated tablets
Silodosin  Accord,10 mg film - coated  tablets
Silodosin  Accord,20 mg film - coated  tablets
Simaldoz,10 mg film-coated  tablets
Simdax,20 mg film-coated  tablets
Simgal,40 mg film-coated  tablets
Simgal  20 mg,10 mg film - coated  tablets
Simgal  40 mg,20 mg film - coated tablets
Similasan  Dry Eye,40 mg film - coated  tablets
Similasan  Itchy Eye,20 mg film - coated  tablets
Similasan  Pink Eye,40 mg film - coated  tablets
Similasan Strained Eye,10 mg film - coated  tablets
Simvacor,20 mg film - coated  tablets
Simvacor,40 mg film - coated tablets
Simvacor,20 mg film - coated  tablets
SimvaHEXAL,40 mg film - coated  tablets
SimvaHEXAL,10 mg film - coated  tablets
Simvastatin  Accord,tabl. film 40 mg x 28
Simvastatin  Accord,5 mg film - coated  tablets
Simvastatin  Accord,40 mg film - coated  tablets
Simvastatin  AL,20 mg film - coated  tablets
Simvastatin  AL,10 mg film - coated  tablets
Simvastatin  AL,"2 mg/ml nasal spray,  solution"
Simvastatin  Genericon,6 mg/ml concentrate for  solution for infusion
Simvastatin  Genericon,"400 mg capsules, hard"
Simvastatin  Medica,"0,15% syrup"
Simvastatin  Medica,"0,5% oral drops,  solution"
Simvastatin  Medica,50 mg prolonged - release  tablets
Simvastatin  Ozone,100 mg film - coated  tablets
Simvastatin Ozone,50 mg film - coated  tablets
Simvastatin Ozone,25 mg/250 mg tablets
Simvastatin  Ozone 40 mg,50 mg/200 mg prolonged  release tablets
Simvastatin  Teva Pharma,200 mg/50 mg prolonged -  release tablets
Simvastatin Teva Pharma,10 mg chewable tablets
Simvastatin Teva Pharma,4 mg granules
Simvastatin Teva Pharma,4 mg chewable tablets
Sinarel,10 mg film - coated  tablets
Sindaxel,5 mg chewable tablets
Sindronat,"0,1 mg/ml solution for  infusion"
Sinecod,"0,2 mg/ml solution for  infusion"
Sinecod,1 mg/ml concetrate fo  solution for infusion
Sinecod,1 mg/ml concentrate for  solution for solution for infusiom
Sinegra,1 mg/ml oral solution
Sinegra,4 mg tablets
Sinemet,"0,15% syrup"
Sinemet  CR,coated tablets
Sinepar,syrup
Singulair,coated tablets
Singulair,coated  tablets
Singulair,1000 mg film - coated tablets
Singulair,850 mg film - coated  tablets
Singulair,1000 mg prolonged - release  tablets
Sinora,500 mg prolonged - release  tablets
Sinora,750 mg prolonged - release  tablets
Sinora,"60,4  mg/ml syrup"
Sinplatin,20 mg/ml oral solution
Sintredius,75 mg hard capsules
Sintrom,"18 microgram, inhalation  powder, hard capsule"
Sintuss,25 mg film-coated  tablets
Sinupret,50 mg film-coated  tablets
Sinupret,100 mg film-coated  tablets
Sinupret Extract,25 mg film - coated  tablets
Sinupret Forte,50 mg film - coated  tablets
Siofor,100 mg film - coated  tablets
Siofor,20 % cream
Siofor  SR,10 mg tablets
Siofor  SR,20 mg tablets
Siofor  SR,20 mg/12.5 mg tablets
Siracol,75 mg/25 mg film - coated  tablets
SIRANALEN,25 mg film-coated  tablets
SIRANALEN,3 g powder for oral  suspension
Sirkava,emulsion for infusion
Sitagliptin  Medana,emulsion for infusion
Sitagliptin  Medana,emulsion for infusion
Sitagliptin  Medana,emulsion for infusion
Sitagliptin  Teva,emulsion for infusion
Sitagliptin  Teva,solution for injection
Sitagliptin  Teva,325 mg/15 mg/1 mg  tablets
Skinoren,5 mg/5 mg tablets
Skopryl,5 mg/10 mg tablets
Skopryl,10 mg/5 mg tablets
Skopryl Plus,10 mg/10 mg tablets
SKUDEXA,"2,5 mg film - coated  tablets"
Sleepzone,5 mg film - coated  tablets
Smecta,10 mg film - coated  tablets
SmofKabiven Central,"sol. conc. inf. 8,4% x  20 ml"
SmofKabiven Central Electrolyte  Free,"8,4 % concentrate for  solution for infusion"
SmofKabiven N-plus,"0,9% solution for  infusion"
SmofKabiven  N-plus Electrolyte Free,"0,9% solution for  injection"
SmofKabiven Peripheral,"sol. inj. 0,9% - 5 ml x  20; 5 ml x 50; 10 ml x 20; 10 ml x 50; 20 ml x 20; 20 ml x 50"
Snake Venom Antiserum Bul Bio,sol.inj. vial 10 ml x 1
Snip Cold & Flu,injection 74 MBq/ml; 925  MBq/ml solution for injection
Sobycombi,"0,075 mg/0,030 mg  tablets"
Sobycombi,caps. 20 mg x 28
Sobycombi,100 mg film - coated  tablets
Sobycombi,150 mg film - coated  tablets
Sobycor,200 mg film - coated  tablets
Sobycor,25 mg film - coated  tablets
Sobycor,300 mg film - coated  tablets
"Sodium  Bicarbonate 8,4% Braun","3,35 mg/ml eye drops,  solution in single - dose container"
Sodium  Bicarbonate Braun,cutaneous solution
Sodium Chloride BAXTER,"2,07 mg/g ointment"
Sodium  Chloride-TCHAIKAPHARMA,vaginal  solution
"Sodium Choride Demo 0,9%","gel eye - 8,3 g"
Sodium  Chromate 37 MBq/ml,"42,5 mg/ml solution for  injection"
Sodium  Iodide [131 I ],2.07 mg/g ointment
Sofiperla,"2,125 mg/g + 10 mg/g  oromucosal paste"
Sofluxen,10% gel
Sofrel,"8,30 mg/g eye gel"
Sofrel,0.4 mg prol-rel.  capsules
Sofrel,100 mg tablets
Sofrel,400 mg film - coated tablets
Sofrel,"7,9 ml/10 ml oral drops,  solution"
Softacort,10 mg film - coated  tablets
Solcoderm,5 mg film - coated  tablets
Solcoeryl,10 mg film - coated  tablet
Solcogyn,5 mg film - coated  tablets
Solcoseryl,5 mg film - coated  tablets
Solcoseryl,10 mg film - coated  tablets
SOLCOSERYL,5 mg film - coated  tablets
Solcoseryl,5 mg film - coated  tablets
Solcoseryl,5 mg film - coated  tablets
SOLCOSERYL,500 mg/8 mg/30 mg  soluble tablets
Solesmin,500 mg/8 mg/30 mg  capsules
Solian,500 mg powder and  solvent for solution for injection
Solian,1000 mg powder  and solvent for solution for injection
Solidagoren,40 powder and solvent  for solution for injection
Solifenacin  Accord,2000 powder and solvent  for solution for injection
Solifenacin  Accord,125 mg powder and  solvent for solution for injection
Solifenacin  Medica,sol. for skin-prick test  10 Hep
Solifenacin  Medica,sol. cut. - 50 ml; 1 000  ml
Solifenacin  Sopharma,5% cutaneous solution
Solifenacin  Sopharma,5% cutaneous solution
Solifenacin Sopharma,5 % cutaneous solution
Solifenacon,sol. cut. 1% - 50 ml
Solifenax,sol. cut. 2% - 50 ml
Solpadeine,"sol. cut. 0,1 % - 100  ml; 1 000 ml"
Solpadeine,0.1% cutaneous solution
Solu  - Medrol,0.1% sol. cut.
Solu  - Medrol,5% cutaneous solution
SOLU  - MEDROL,30 mg tablets
Solu - Medrol,15 mg/5 ml syrup
Solu-Medrol,3 mg powder and solvent  for solution for infusion
Soluprick  SQ Timothy Grass (Polenum Pratense Pollen),3 mg powder and solvent  for solution for injection
Solutio  Iodi Spirituosa 5%,powd. and solv. for sol.  inf. 0.25 mg - 1 ml x 1
Solutio  Iodi Spirituosa Chemax Pharma,3 mg powd. Inf
Solutio  Iodi Spirituosa Galen - Pharma,3 mg powder and solvent  for solution for injection
Solutio Iodi Spirituosa VT,powder 3 mg solvent  sulu. Inj.
Solutio  Pyoctanini 1%,1000 mg oral solution in  sachet
Solutio  Pyoctanini 2%,1000 mg/ 4ml solution  for injection
Solutio  Rivanoli Kupro,500 mg/ 4ml solution for  injection
Solutio  Rivanoli SZ,100 mg/ml oral solution
Solutio Rivanoli-Flo,40 mg gastro - resistant  tablets
Solution  Iodi Spirituosa Kupro,20 mg gastro - resistant  tablets
Solvolan,10 mg/g cream
Solvolan,500 mg/ 25 mg/ 200 mg  granules for oral solutions
Somatostatin  - Eumedica,500 mg film - coated  tablets
Somatostatin  AvantX,850 mg film - coated  tablets
Somatostatin  Eumedica,1000 mg film - coated  tablets
Somatostatin Lyomark,"0,5 mg tablets"
Somatostatin PH&T,40 mg powder and solvent  for solution for injection
Somavastatin  Avantx,"1,5 mg prolonged -  release tablets"
Somazina,"2,5 mg film - coated  tablets"
Somazina,20 mg gastro - resistant  hard capsules
Somazina,40 mg powder for  solution for infusion
Somazina,200 mg film - coated  tablets
Somefar,200 mg film - coated  tablets
Somefar,200 mg film - coated  tablets
Soolantra,200 mg film - coated tablets
Sophaflu,200 mg film - coated tablets
Sophamet,200 mg film - coated  tablets
Sophamet,320 mg prolonged -  release tablets
Sophamet,15 g powder for  oral/rectal suspension in sachet
Sophanax,10 mg film - coated  tablets
Sophazolon,20 mg film - coated tablets
Sophtensif,40 mg film - coated tablets
Sophtensif,80 mg film - coated tablets
Sopral,5 mg chewable tablets
Sopral,40 mg chewable tablets
Sorafenib  Alvogen,10 mg chewable tablets
Sorafenib  G.L.,20 mg chewable tablets
Sorafenib  Mylan,160 mg tablets
Sorafenib Sandoz,80  mg tablets
Sorafenib  Teva,tabl. 160 mg x 20; x 50;  x 100
Sorafenib  Zentiva,tabl. 80 mg x 20; x 50;  x 100
Sorbifer  Durules,160 mg tablets
Sorbisterit,80 mg tablets
Sortis,80 mg tablets
Sortis,300 mg/250 mg/2 mg  effervescent tablets
Sortis,tabl. x 50
Sortis,"500 mg/ml + 2 mg/ml +  0,02 mg/ml solution for injection"
Sortis,tablets
Sortis,20 mg coated tablets
Sortis,"500 mg/5 mg/0,1 mg  tablets"
Sortis,"500 mg/ml + 5 mg/ml oral  drops, solution"
Sotagamma,20 mg coated tablets
Sotagamma,40 mg film - coated  tablets
Sotagamma  160,"500 mg/ml + 2 mg/ml +  0,02 mg/ml solution for injection"
Sotagamma  80,"0,5 mg film - coated  tablets"
Sotahexal,6 mg film - coated  tablets
Sotahexal,1 mg film - coated  tablets
Sotanorm,2 mg film - coated  tablets
Sotapiryn,3 mg film - coated  tablets
Spascupreel,4 mg film - coated  tablets
Spasmalgon,"5 mg/ml/1 mg/ml eye  drops, solution"
Spasmalgon,"0,5 mg/0,4 mg/ml eye  drops, solution"
