,Product
7380,Raponer
7381,Raponer
7382,Raponer
7383,Raponer 
7384,Raponer 
7385,Raponer 
7386,Raponer 
7387,"Rasagiline

  Accord"
7388,"Rasagiline

  Sandoz"
7389,Rasetron
7390,Rasetron 
7391,Rasoltan
7392,"Rasoltan

  Plus"
7393,Ravena
7394,Ravena
7395,Raventon
7396,Raventon
7397,Raventon
7398,Raventon
7399,"Rawel

  SR"
7400,Reactin 
7401,"Realdiron

  18 MIU"
7402,"Realdiron

  3 MIU"
7403,"Realdiron

  5 MIU"
7404,"Realdiron

  6 MIU"
7405,"Realdiron

  9 MIU"
7406,Recombinate
7407,Recombinate
7408,Recombinate
7409,Recombinate
7410,Recombinate
7411,Recombinate
7412,Recoxa
7413,ReDormin
7414,"Referon

  - A"
7415,Refluxend
7416,Refluxend
7417,Regaine
7418,"Regaine

  Foam for Women"
7419,Regiocit 
7420,Reglan 
7421,Regligen
7422,Regligen
7423,Regligen
7424,Regulon
7425,Rehydron 
7426,Relafalk
7427,Relenza
7428,Relieva
7429,Relpax
7430,Relpax
7431,Remantadin
7432,Remens
7433,Remens 
7434,Remesolin
7435,Remesolin
7436,Remesolin
7437,Remesolin
7438,Remestyp
7439,"Remestyp

  1,0"
7440,Remifemin
7441,"Remifentanil

  - Tchaikapharma"
7442,"Remifentanil

  Hospira"
7443,Remifentanil Hospira 
7444,Remifentanil Hospira 
7445,"Remifentanil

  Kabi"
7446,"Remifentanil

  Kabi"
7447,"Remifentanil

  Kabi"
7448,Remifentanil-Tchaikapharma
7449,Remirta
7450,Remirta 
7451,Remotiv
7452,Remurel
7453,Remurel
7454,Renapril
7455,Renapril
7456,Renapril
7457,Renitec
7458,Renitec
7459,Renitec
7460,"Rennie

  Perrermint"
7461,Renovia
7462,Renovia
7463,"Renovia

  20"
7464,"Renovia

  Ace"
7465,"Renovia

  Ace"
7466,"Renovia

  Ace"
7467,"Renovia

  Ace 10"
7468,Renovia Ace 20 
7469,ReoPro
7470,Reparil
7471,"Reparil-Gel

  N"
7472,Repido
7473,Repido 
7474,"Repido

  Plus"
7475,"Repido

  Plus"
7476,"Repido

  Plus"
7477,Repitend
7478,Repitend
7479,Repitend
7480,Repitend 
7481,Repitend 
7482,"Requip

  - Modutab"
7483,"Requip

  - Modutab"
7484,"Requip

  - Modutab"
7485,"Requip

  - Modutab"
7486,"Requip

  - Modutab"
7487,"Requip

  - Modutab"
7488,Reseligo
7489,Reseligo
7490,Resochin
7491,Resonativ 
7492,Resonativ 
7493,Resperon 
7494,Resperon 
7495,Resperon 
7496,Respifortin
7497,"Respivax

  For Adults"
7498,Respivax For Children 
7499,Restigulin
7500,Restigulin
7501,Restigulin
7502,Retabolil
7503,Retrovir
7504,Retrovir
7505,Revalid 
7506,"Revella

  20 "
7507,"Revella

  30 "
7508,Revistim
7509,Rexetin
7510,Rezidol
7511,Rhesonativ
7512,Rhesonativ
7513,Rhinallergy 
7514,Rhinital
7515,Rhinital
7516,Rhinolex
7517,Rhinostop
7518,Rhinostop
7519,Rhinostop
7520,Rhomustin
7521,Riamet
7522,Ribomunyl
7523,Ribomunyl 
7524,Ricini Oleum Kupro 
7525,Ricini Oleum VT 
7526,Ridaxin
7527,Ridaxin
7528,Rigevidon
7529,Rileptid
7530,Rileptid
7531,Rileptid
7532,Rileptid
7533,Rilmenix
7534,Rimicid
7535,Rimidal
7536,Ringer BAXTER 
7537,"Ringer

  Biopharm"
7538,Ringer Braun 
7539,Ringer Lactate BAXTER 
7540,Riodin
7541,Riodin
7542,Riodin
7543,Risdone
7544,Risedrogen
7545,Risendros
7546,"Risperidon

  Generics"
7547,"Risperidon

  Generics"
7548,"Risperidon

  Generics"
7549,"Risperidon

  Generics"
7550,"Risperidon

  Generics"
7551,Rispolept
7552,"Rispolept

  Consta"
7553,"Rispolept

  Consta"
7554,Rispolept Consta 
7555,Rispolux
7556,Rispolux
7557,Rispolux
7558,Rispolux
7559,Rissar
7560,Rissar
7561,Rissar
7562,Risset
7563,Risset
7564,Risset
7565,Risset
7566,Ristidic
7567,Ristidic
7568,Ristidic
7569,Ristidic
7570,Ritonavir Accord 
7571,Rivanol Chemax Pharma 
7572,"Rivanol

  Galen - Pharma"
7573,"Rivanol

  VT"
7574,Rivarocon
7575,Rivarocon
7576,Rivarocon
7577,"Rivastigmin

  Cipla"
7578,"Rivastigmin

  Cipla"
7579,"Rivastigmin

  Cipla"
7580,"Rivastigmin

  Cipla"
7581,Rivotril
7582,Rivotril
7583,Rizagren
7584,Rizagren
7585,"Rizatriptan

  Actavis"
7586,"Rizatriptan

  Actavis"
7587,Rizida
7588,Roaccutane
7589,Rocaltrol
7590,Rodispes
7591,Rodogyl
7592,"Roferon

  - A"
7593,"Roflumilast

  Accord"
7594,Roletra 
7595,Rolpryna
7596,"Rolpryna

  SR"
7597,"Rolpryna

  SR"
7598,"Rolpryna

  SR"
7599,Romazic
7600,Romazic
7601,Romazic 
7602,Romazic 
7603,Romazic 
7604,Romazic 
7605,Romla
7606,Ronydal
7607,Ronydal
7608,Ronydal
7609,"Ropinirole

  - Tchaikapharma"
7610,"Ropinirole

  - Tchaikapharma"
7611,"Ropinirole

  - Tchaikapharma"
7612,"Ropinirole

  Accord"
7613,"Ropinirole

  Accord"
7614,"Ropinirole

  Accord"
7615,"Ropinirole

  Accord"
7616,"Ropinirole

  Accord"
7617,Ropinstad
7618,Ropinstad
7619,Ropinstad
7620,Ropinstad
7621,Ropinstad
7622,Ropison
7623,Ropison
7624,Ropison
7625,Ropison
7626,Ropison
7627,Ropivacain HCI B. Braun 
7628,Ropivacain HCI B. Braun 
7629,"Ropivacain

  Kabi"
7630,"Ropivacain

  Kabi"
7631,"Ropivacain

  Kabi"
7632,"Ropivacain

  Kabi"
7633,"Ropivacaine

  CHIESI"
7634,Ropivacaine Readyfusor 
7635,Ropuido
7636,Ropuido
7637,Ropuido
7638,Ropuido
7639,Rosacta Cream 
7640,Rosalgin
7641,Rosalgin Easy 
7642,Rosazimib
7643,Rosazimib
7644,Rosazimib
7645,Rosazimib
7646,Rosazimib
7647,Rosistat 
7648,Rosistat 
7649,Rossta
7650,Rossta
7651,Rossta
7652,ROSUCARD
7653,Rosucard
7654,Rosucard
7655,"Rosucard

  Combi"
7656,"Rosucard

  Combi"
7657,"Rosucard

  Combi"
7658,"Rosucard

  Combi"
7659,Rosudapin
7660,Rosudapin
7661,Rosudapin
7662,Rosudapin
7663,Rosudapin
7664,Rosudapin
7665,Rosulip
7666,Rosulip
7667,Rosulip
7668,Rosulip
7669,"Rosulip

  Plus"
7670,"Rosulip

  Plus"
7671,"Rosulip

  Plus"
7672,"Rosulip

  Pro"
7673,"Rosulip

  Pro"
7674,Rosuvanor
7675,Rosuvanor
7676,Rosuvanor
7677,Rosuvanor
7678,"Rosuvastatin

  - Ratiopharm"
7679,"Rosuvastatin

  - Ratiopharm"
7680,"Rosuvastatin

  Accord"
7681,"Rosuvastatin

  Accord"
7682,"Rosuvastatin

  Accord"
7683,"Rosuvastatin

  Accord"
7684,"Rosuvastatin

  Actavis"
7685,"Rosuvastatin

  Actavis"
7686,Rosuvastatin Actavis  
7687,Rosuvastatin Actavis  
7688,"Rosuvastatin

  KRKA"
7689,"Rosuvastatin

  KRKA"
7690,"Rosuvastatin

  KRKA"
7691,"Rosuvastatin

  KRKA"
7692,"Rosuvastatin

  KRKA"
7693,"Rosuvastatin

  KRKA"
7694,"Rosuvastatin

  Momaja"
7695,"Rosuvastatin

  Momaja"
7696,"Rosuvastatin

  Momaja"
7697,"Rosuvastatin

  Momaja"
7698,"Rosuvastatin

  Mylan"
7699,"Rosuvastatin

  Mylan"
7700,"Rosuvastatin

  SPM"
7701,"Rosuvastatin

  SPM"
7702,"Rosuvastatin

  SPM"
7703,"Rosuvastatin

  Teva"
7704,"Rosuvastatin

  Teva"
7705,"Rosuvastatin

  Teva"
7706,"Rosuvastatin

  Teva"
7707,Rosuvastatin-ratiopharm
7708,Rosuvastatin-ratiopharm
7709,Rosuvistat
7710,Rosuvistat
7711,Rosuvistat
7712,Rosuvistat
7713,Roswera
7714,Roswera
7715,Roswera
7716,Roswera
7717,Roswera
7718,Roswera
7719,Rosytona
7720,Rosytona
7721,Rosytona
7722,Roticox
7723,Roticox
7724,Roticox
7725,Roticox
7726,Rovamet
7727,Rovasta
7728,Rovasta
7729,Rowachol
7730,Rowatinex
7731,Roxampex
7732,Roxampex
7733,Roxampex
7734,Roxampex
7735,Roxampex
7736,Roxampex
7737,Roxiper
7738,Roxiper
7739,Roxiper
7740,Roxiper
7741,Roxistad
7742,Roxistad 
7743,Rozor
7744,Rozor
7745,Rudivax
7746,Rulid
7747,Rumixafen
7748,Runaplax
7749,Runaplax
7750,Runaplax
7751,Rupafin
7752,Rupafin
7753,Rusocon
7754,Rusocon
7755,Ruvexin
7756,Rytmocard
7757,Rytmocard 
7758,Rytmocard 
7759,Rytmonorm
7760,Rytmonorm 
7761,Rytmonorm 
7762,
7763,"Одобрени КХП на лекарствени продукти, разрешени за употреба в Р.

  България"
7764,
7765,"търговско

  наименование:"
7766,
7767,"Sab

  Simplex"
7768,Sagilia
7769,"Salazopyrin

  EN"
7770,"Salbutamol

  Inhaler"
7771,"Salbutamol

  Sandoz"
7772,"Salbutamol

  Sopharma"
7773,"Salbutamol

  WZF"
7774,"Salbutamol

  WZF"
7775,"Salmeterol

  and Fluticasone Cipla"
7776,"Salmeterol

  and Fluticasone Cipla"
7777,"Salmeterol/Fluticasone

  Genetic"
7778,"Salmeterol/Fluticasone

  Genetic"
7779,"Salmeterol/Fluticasone

  Genetic"
7780,Salofalk
7781,Salofalk
7782,Salofalk
7783,Salofalk
7784,Salofalk
7785,Salofalk
7786,Salofalk
7787,Salofalk
7788,Salofalk
7789,Salofalk 
7790,Saluretin
7791,"Sandimmun

  Neoral"
7792,"Sandimmun

  Neoral"
7793,"Sandimmun

  Neoral"
7794,"Sandimmun

  Neoral"
7795,Sandostatin
7796,"Sandostatin

  LAR"
7797,"Sandostatin

  LAR"
7798,"Sanergy

  Spinal"
7799,Sargenor
7800,Sargenor 
7801,Saridon
7802,Sariphezon
7803,Sarteg
7804,Sarteg
7805,Sarteg
7806,"Sarteg

  HCT"
7807,"Sarteg

  HCT"
7808,"Sarteg

  HCT"
7809,Sartesta
7810,Sartesta
7811,Sartesta
7812,Sartoval
7813,Sastravi
7814,Sastravi
7815,Sastravi
7816,Sastravi
7817,Sastravi
7818,Sastravi
7819,Sastravi
7820,Saxotin
7821,Scandonest
7822,"Scandonest

  2% Special"
7823,"Scandonest

  2% Special With Adrenaline 1:100 000"
7824,Scanlux 
7825,Scanlux 
7826,Sclefic
7827,"Scopolamine

  butylbromide Kalceks"
7828,Secondelle 
7829,"Sedacur

  forte"
7830,Sedalgin-Neo 
7831,Sedatif PC 
7832,Sefpotec
7833,Seizpat 
7834,Seizpat 
7835,Seizpat 
7836,Selegos
7837,Selemycin
7838,Selemycin
7839,Selemycin
7840,Selexol
7841,Selexol
7842,Sensilux Unimed Pharma 
7843,Senziola
7844,Senziola
7845,Septadin
7846,Septanazal for adults
7847,"Septanazal

  for chilsren"
7848,Septanest 1/100 000 
7849,Septanest 1/200 000 
7850,Septofort
7851,"Septofort

  Strong"
7852,Septol
7853,Septolete
7854,Septolete
7855,"Septolete

  Apple"
7856,"Septolete

  Cherry"
7857,"Septolete

  D"
7858,"Septolete

  Lemon"
7859,"Septolete

  Plus"
7860,"Septolete

  Plus"
7861,"Septolete

  Plus"
7862,"Septolete

  Plus Honey and Lime"
7863,"Septolete

  Plus Strawberry"
7864,"Septolete

  Total"
7865,"Septolete

  Total"
7866,"Septolete

  Total eucalyptus"
7867,"Septolete

  Total lemon and elder flower"
7868,Septolete Total lemon and honey 
7869,"Septolette

  Homey And Lemon"
7870,Serdolect
7871,Serdolect
7872,Serdolect
7873,"Seretide

  Diskus"
7874,"Seretide

  Diskus"
7875,"Seretide

  Diskus"
7876,"Serevent

  Inhaler"
7877,Sermion
7878,Sermion
7879,Sermion
7880,Seropram
7881,Serotiapine
7882,Serotiapine
7883,Seroxat
7884,Sertraline Accord 
7885,Sertraline Accord 
7886,Sertran
7887,Serum Physiologicum 
7888,Setaloft
7889,Setaloft
7890,Setinin
7891,Setinin
7892,Setinin 
7893,Setinin 
7894,Setinin 
7895,Setronon
7896,Setronon
7897,Setronon
7898,"Sevalamer

  Sandoz"
7899,"Sevelamer

  Carbonate Heaton"
7900,"Sevelamer

  Carbonate Kiron Pharmaceutica"
7901,"Sevelamer

  Carbonate Synthon"
7902,Sevelamer Hydrochloride Waymade 
7903,Sevelamer Hydrochloride Waymade 
7904,"Sevelamer

  Sandoz"
7905,Sevelamer Teva 
7906,"Sevikar

  HCT"
7907,"Sevikar

  HCT"
7908,"Sevikar

  HCT"
7909,"Sevikar

  HCT"
7910,"Sevikar

  HCT"
7911,"Sevoflurane

  Baxter"
7912,"Sevoflurane

  Piramal"
7913,Sevorane
7914,"ShollMed

  Fungal Nail Complete Treatment KIT"
7915,Sibelium 
7916,Sibilla
7917,"Sibilla

  28 "
7918,Sidarso
7919,Sidarso
7920,Sidretella 
7921,Sidretella 
7922,Silaxa
7923,"SildeHexal

  SF"
7924,"SildeHexal

  SF"
7925,"SildeHexal

  SF"
7926,Silden
7927,Silden
7928,Sildenafil Ajanta Pharma 
7929,Sildenafil Ajanta Pharma 
7930,"Sildenafil

  Medana"
7931,"Sildenafil

  Medana"
7932,"Sildenafil

  Medana"
7933,"Sildenafil

  Mylan"
7934,"Sildenafil

  Mylan"
7935,"Sildenafil

  Mylan"
7936,"Sildenafil

  Sandoz"
7937,"Sildenafil

  Sandoz"
7938,"Sildenafil

  Stada"
7939,"Sildenafil

  Stada"
7940,"Sildenafil

  Stada"
7941,"Sildenafil

  Teva"
7942,Sildenafil Teva 
7943,Sildenafil Teva 
7944,Silegria
7945,Silegria
7946,"Silodosin

  Accord"
7947,"Silodosin

  Accord"
7948,Simaldoz
7949,Simdax
7950,Simgal
7951,"Simgal

  20 mg"
7952,"Simgal

  40 mg"
7953,"Similasan

  Dry Eye"
7954,"Similasan

  Itchy Eye"
7955,"Similasan

  Pink Eye"
7956,Similasan Strained Eye 
7957,Simvacor
7958,Simvacor
7959,Simvacor
7960,SimvaHEXAL
7961,SimvaHEXAL
7962,"Simvastatin

  Accord"
7963,"Simvastatin

  Accord"
7964,"Simvastatin

  Accord"
7965,"Simvastatin

  AL"
7966,"Simvastatin

  AL"
7967,"Simvastatin

  AL"
7968,"Simvastatin

  Genericon"
7969,"Simvastatin

  Genericon"
7970,"Simvastatin

  Medica"
7971,"Simvastatin

  Medica"
7972,"Simvastatin

  Medica"
7973,"Simvastatin

  Ozone"
7974,Simvastatin Ozone 
7975,Simvastatin Ozone 
7976,"Simvastatin

  Ozone 40 mg"
7977,"Simvastatin

  Teva Pharma"
7978,Simvastatin Teva Pharma 
7979,Simvastatin Teva Pharma 
7980,Simvastatin Teva Pharma 
7981,Sinarel 
7982,Sindaxel
7983,Sindronat
7984,Sinecod
7985,Sinecod
7986,Sinecod
7987,Sinegra
7988,Sinegra
7989,Sinemet
7990,"Sinemet

  CR"
7991,Sinepar 
7992,Singulair
7993,Singulair
7994,Singulair
7995,Singulair
7996,Singulair
7997,Sinora
7998,Sinora
7999,Sinora
8000,Sinplatin
8001,Sintredius
8002,Sintrom 
8003,Sintuss
8004,Sinupret
8005,Sinupret
8006,Sinupret Extract 
8007,Sinupret Forte 
8008,Siofor
8009,Siofor
8010,"Siofor

  SR"
8011,"Siofor

  SR"
8012,"Siofor

  SR"
8013,Siracol
8014,SIRANALEN 
8015,SIRANALEN 
8016,Sirkava
8017,"Sitagliptin

  Medana"
8018,"Sitagliptin

  Medana"
8019,"Sitagliptin

  Medana"
8020,"Sitagliptin

  Teva"
8021,"Sitagliptin

  Teva"
8022,"Sitagliptin

  Teva"
8023,Skinoren
8024,Skopryl
8025,Skopryl
8026,Skopryl Plus 
8027,SKUDEXA
8028,Sleepzone
8029,Smecta
8030,SmofKabiven Central 
8031,"SmofKabiven Central Electrolyte

  Free "
8032,SmofKabiven N-plus 
8033,"SmofKabiven

  N-plus Electrolyte Free"
8034,SmofKabiven Peripheral 
8035,Snake Venom Antiserum Bul Bio 
8036,Snip Cold & Flu 
8037,Sobycombi
8038,Sobycombi
8039,Sobycombi
8040,Sobycombi
8041,Sobycor
8042,Sobycor
8043,Sobycor
8044,"Sodium

  Bicarbonate 8,4% Braun"
8045,"Sodium

  Bicarbonate Braun"
8046,Sodium Chloride BAXTER 
8047,"Sodium

  Chloride-TCHAIKAPHARMA"
8048,"Sodium Choride Demo 0,9% "
8049,"Sodium

  Chromate 37 MBq/ml"
8050,"Sodium

  Iodide [131 I ]"
8051,Sofiperla
8052,Sofluxen
8053,Sofrel 
8054,Sofrel 
8055,Sofrel 
8056,Sofrel 
8057,Sofrel 
8058,Softacort
8059,Solcoderm 
8060,Solcoeryl
8061,Solcogyn 
8062,Solcoseryl
8063,Solcoseryl
8064,SOLCOSERYL
8065,Solcoseryl
8066,Solcoseryl
8067,SOLCOSERYL
8068,Solesmin
8069,Solian 
8070,Solian 
8071,Solidagoren
8072,"Solifenacin

  Accord"
8073,"Solifenacin

  Accord"
8074,"Solifenacin

  Medica"
8075,"Solifenacin

  Medica"
8076,"Solifenacin

  Sopharma"
8077,"Solifenacin

  Sopharma"
8078,Solifenacin Sopharma 
8079,Solifenacon
8080,Solifenax
8081,Solpadeine
8082,Solpadeine 
8083,"Solu

  - Medrol"
8084,"Solu

  - Medrol"
8085,"SOLU

  - MEDROL"
8086,Solu - Medrol 
8087,Solu-Medrol
8088,"Soluprick

  SQ Timothy Grass (Polenum Pratense Pollen)"
8089,"Solutio

  Iodi Spirituosa 5%"
8090,"Solutio

  Iodi Spirituosa Chemax Pharma"
8091,"Solutio

  Iodi Spirituosa Galen - Pharma"
8092,Solutio Iodi Spirituosa VT 
8093,"Solutio

  Pyoctanini 1%"
8094,"Solutio

  Pyoctanini 2%"
8095,"Solutio

  Rivanoli Kupro"
8096,"Solutio

  Rivanoli SZ"
8097,Solutio Rivanoli-Flo 
8098,"Solution

  Iodi Spirituosa Kupro"
8099,Solvolan
8100,Solvolan
8101,"Somatostatin

  - Eumedica"
8102,"Somatostatin

  AvantX"
8103,"Somatostatin

  Eumedica"
8104,Somatostatin Lyomark 
8105,Somatostatin PH&T 
8106,"Somavastatin

  Avantx"
8107,Somazina
8108,Somazina 
8109,Somazina 
8110,Somazina 
8111,Somefar
8112,Somefar
8113,Soolantra  
8114,Sophaflu
8115,Sophamet
8116,Sophamet
8117,Sophamet
8118,Sophanax
8119,Sophazolon
8120,Sophtensif
8121,Sophtensif
8122,Sopral
8123,Sopral
8124,"Sorafenib

  Alvogen"
8125,"Sorafenib

  G.L."
8126,"Sorafenib

  Mylan"
8127,Sorafenib Sandoz 
8128,"Sorafenib

  Teva"
8129,"Sorafenib

  Zentiva"
8130,"Sorbifer

  Durules"
8131,Sorbisterit
8132,Sortis
8133,Sortis
8134,Sortis
8135,Sortis
8136,Sortis
8137,Sortis
8138,Sortis
8139,Sortis
8140,Sotagamma
8141,Sotagamma
8142,"Sotagamma

  160"
8143,"Sotagamma

  80"
8144,Sotahexal
8145,Sotahexal
8146,Sotanorm
8147,Sotapiryn 
8148,Spascupreel
8149,Spasmalgon 
8150,Spasmalgon 
8151,"Spasmo

  - Lyt"
8152,Spasmobloc
8153,"Spasmobloc

  D"
8154,Spasmo-LYT
8155,Spasmomen
8156,SPASMOPHARM
8157,Speridan
8158,Speridan
8159,Speridan
8160,Speridan
8161,Speridan
8162,Speridan
8163,"Spersadex

  Comp."
8164,Spersallerg
8165,"Spiolto

  Respimat"
8166,"Spirirtus

  Salicylicus Galen-Pharma"
8167,"Spirirtus

  Salicylicus Galen-Pharma"
8168,"Spiritus

  Aethylicus Chemax Pharma"
8169,"Spiritus

  Aethylicus Chemax Pharma"
8170,"Spiritus Aethylicus Chemax

  Pharma "
8171,"Spiritus

  Aethylicus DVN"
8172,"Spiritus

  Aethylicus DVN"
8173,"Spiritus

  Aethylicus DVN"
8174,"Spiritus

  aethylicus FLO"
8175,"Spiritus

  aethylicus FLO"
8176,"Spiritus

  aethylicus FLO"
8177,"Spiritus

  Aethylicus Galen - Pharma"
8178,"Spiritus

  Aethylicus Galen - Pharma"
8179,"Spiritus Aethylicus Galen -

  Pharma "
8180,"Spiritus

  Aethylicus Kupro"
8181,"Spiritus

  Aethylicus Kupro"
8182,"Spiritus

  Aethylicus Kupro"
8183,"Spiritus

  Aethylicus SZ"
8184,"Spiritus

  Aethylicus SZ"
8185,"Spiritus

  Aethylicus SZ"
8186,"Spiritus

  Aethylicus TONI - M"
8187,"Spiritus

  Aethylicus TONI - M"
8188,Spiritus Aethylicus TONI - M 
8189,"Spiritus

  Aethylicus VT"
8190,Spiritus Aethylicus VT 
8191,Spiritus Aethylicus VT 
8192,"Spiritus

  Campharatus Galen-Pharma"
8193,"Spiritus

  Camphorae Chemax Pharma"
8194,"Spiritus

  Camphoratus Kupro"
8195,Spiritus Camphoratus VT 
8196,"Spiritus

  Lavandulae 1% Тони -М"
8197,"Spiritus

  Lavandulae Chemax Pharma"
8198,"Spiritus

  Lavandulae Chemax Pharma"
8199,"Spiritus

  Lavandulae Galen - Pharma"
8200,"Spiritus

  Lavandulae Kupro"
8201,Spiritus Lavandule VT 
8202,"Spiritus

  Mentholi Chemax Pharma"
8203,"Spiritus

  Mentholi Galen - Pharma"
8204,"Spiritus

  Mentholi Kupro"
8205,"Spiritus

  Mentholi Toni - M"
8206,Spiritus Mentholi VT 
8207,Spiritus Salicilicus VT 
8208,"Spiritus

  Salicylicus - FLO"
8209,Spiritus Salicylicus - Flo 
8210,"Spiritus

  salicylicus Chemax Pharma"
8211,"Spiritus

  salicylicus Chemax Pharma"
8212,"Spiritus

  Salicylicus Kupro"
8213,"Spiritus

  Salicylicus Kupro"
8214,"Spiritus

  Salicylicus Toni - M"
8215,"Spiritus

  Salicylicus VT"
8216,"Spiritus

  Salicylicus VT"
8217,Spiriva
8218,"Spiriva

  Respimat"
8219,Spiriyus Aethylicus SZ 
8220,Spirokast
8221,Spirokast
8222,Spirokast
8223,"Spironolacton

  - Tchaikapharma "
8224,"Spironolacton

  - Tchaikapharma "
8225,"Spironolacton

  - Tchaikapharma "
8226,"Spironolacton

  Actavis"
8227,"Spironolactone

  Accord"
8228,"Spironolactone

  Accord"
8229,"Spironolactone

  Accord"
8230,Sprintafen 
8231,Sprintafen 
8232,Spylacton
8233,Spylacton
8234,Spylacton
8235,Srivasso
8236,Staloral 
8237,Stamaril
8238,Stamaril
8239,Standacillin
8240,Standacillin 
8241,Starcrest 
8242,Starcrest 
8243,Starcrest 
8244,Starcrest 
8245,Starcrest 
8246,Steovess
8247,Steozol
8248,Sterofundin ISO 
8249,STILNOX
8250,Stilnox
8251,Stimuloton 
8252,Stimuloton 
8253,Stodal 
8254,Stodal 
8255,Stodal Sugar Free 
8256,Stoperan
8257,Stopex
8258,Stopex
8259,"Stopex

  Junior"
8260,"Stopex

  Junior"
8261,Stopress 
8262,Stopress 
8263,"Strepsils

  Cool"
8264,"Strepsils

  Extra Blackcurrant"
8265,"Strepsils

  for Children"
8266,"Strepsils

  Honey and Lemon"
8267,"Strepsils

  Intensive"
8268,"Strepsils

  Intensive Honey and Lemon"
8269,"Strepsils

  Intensive Orange Sugar Free"
8270,"Strepsils

  Intensive Spray"
8271,"Strepsils

  Menthol and Eucalyptus"
8272,Strepsils Orange with Vitamin C 
8273,"Strepsils

  Plus"
8274,"Strepsils

  Warm"
8275,Streptase
8276,"Streptomycin

  Floella"
8277,"STREPTOMYCIN

  TZF"
8278,Stresam 
8279,"Striverdi

  Respimat"
8280,"Structolipid

  20%"
8281,Structum
8282,Substitol
8283,Substitol
8284,Succiprol
8285,Succiprol
8286,"Sudafed

  Broncho Honey & Lemon "
8287,"Sudafed

  Broncho Menthol"
8288,"Sudafed

  Broncho methanol"
8289,Sudroc
8290,"Sugammadex

  Medichem"
8291,"Sugammadex

  Pharmazac"
8292,Sulcef 
8293,"Sulfasalazin

  EN"
8294,"Sulfathiazol

  Galen - Pharma"
8295,Sulperazon 
8296,Sumamed
8297,Sumamed
8298,Sumamed
8299,Sumamed 
8300,"Sumamed

  Forte Syrup"
8301,"Sumamed

  Syrup"
8302,Sumetrolim
8303,Sumetrolim
8304,"Sunitinib

  Alvogen"
8305,"Sunitinib

  Alvogen"
8306,"Sunitinib

  Alvogen"
8307,"Sunitinib

  Alvogen"
8308,"Sunitinib

  Mylan"
8309,"Sunitinib

  Mylan"
8310,"Sunitinib

  Mylan"
8311,"Sunitinib

  Sandoz"
8312,"Sunitinib

  Sandoz"
8313,"Sunitinib

  Sandoz"
8314,"Sunitinib

  Teva"
8315,"Sunitinib

  Teva"
8316,"Sunitinib

  Teva"
8317,Supofen
8318,Supracard 
8319,Supracard 
8320,Suprefact Depot 3 Months 
8321,Suprephen 
8322,Surmera
8323,Surval 
8324,Surval 
8325,Surval 
8326,Surval 
8327,Surval 
8328,Survanta
8329,Suvartar
8330,Suvartar
8331,"Suvartar

  H"
8332,"Suvartar

  H"
8333,Suvartar H 
8334,Suvartar H 
8335,Suvatrar
8336,Suzastor
8337,Suzastor
8338,Suzastor
8339,SVLIPON 
8340,Syafen
8341,Syafen
8342,Sylgestrel 20 
8343,Sylgestrel 30 
8344,Symbicort
8345,Symbicort
8346,"Symbicort

  Turbuhaler"
8347,"Symbicort

  Turbuhaler"
8348,Symbicort Turbuhaler 
8349,Sympathyl 
8350,Synarel
8351,Syntostigmin
8352,Syresp
8353,
8354,"Одобрени КХП на лекарствени продукти, разрешени за употреба в Р.

  България"
8355,
8356,"търговско

  наименование:"
8357,
8358,Tabex
8359,Tachipirin
8360,Tachyben
8361,Tachyben
8362,Tachyben
8363,Tacni
8364,Tacni
8365,Tacni
8366,"Tacrolimus

  Accord"
8367,Tacrolimus Accord 
8368,Tacrolimus Pergamus 
8369,Tacrolimus Pergamus 
8370,Tacrolimus Pergamus 
8371,Tadalacon
8372,Tadalacon
8373,"Tadalafil

  Accord"
8374,"Tadalafil

  Accord"
8375,"Tadalafil

  Accord"
8376,"Tadalafil

  Accord"
8377,"Tadalafil

  Actavis"
8378,"Tadalafil

  Actavis"
8379,"Tadalafil

  Actavis"
8380,"Tadalafil

  Actavis"
8381,"Tadalafil

  KV"
8382,"Tadalafil

  KV"
8383,"Tadalafil

  KV"
8384,"Tadalafil

  KV"
8385,"Tadalafil

  SPM"
8386,"Tadalafil

  SPM"
8387,"Tadalafil

  SPM"
8388,"Tadalafil

  STADA"
8389,"Tadalafil

  STADA"
8390,"Tadalafil

  STADA"
8391,Tadenan 
8392,Tadilecto
8393,Tadilecto
8394,Tadilecto
8395,Tadilecto
8396,Taflotan
8397,Taflotan
8398,Taflotan
8399,Takipril
8400,Talcid
8401,Talcid
8402,Talert
8403,Talert
8404,Talert 
8405,Talliton
8406,Talliton
8407,Talliton
8408,Talopam
8409,Talopam
8410,Talopam 
8411,Talopam 
8412,Tamaliz
8413,Tamaliz  DuoD
8414,Tamayra
8415,Tamayra
8416,"Tammex

  Akut"
8417,"Tamoprost

  Combi"
8418,"Tamoxifen ""Ebewe"" "
8419,"Tamoxifen ""Ebewe"" "
8420,"Tamoxifen

  Sopharma"
8421,"Tamprost

  DUO"
8422,"Tamprost

  Plus"
8423,Tamsol
8424,Tamsterid
8425,Tamsucon
8426,Tamsudart
8427,Tamsudil
8428,Tanakan
8429,Tanakan
8430,"Tanielle

  20"
8431,"Tanielle

  30"
8432,Tansidor
8433,Tansidor
8434,Tansidor
8435,"Tansidor

  Duo"
8436,"Tansidor

  Duo"
