Product,Strength
Tazocin,80 mg/5 mg tablets
Tears  naturale II,80 mg/5 mg tablets
Tebokan,180 mg film - coated  tablets
Tebokan  Forte,80 mg/10 mg tablets
Tebokan  Max,80 mg/5 mg tablets
Techescan  Sestamibi,20 mg film - coated  tablets
Tecta,40 mg film - coated  tablets
Teenia,80 mg film - coated  tablets
Teenia  28,"80 mg/12,5 mg tablets"
Tegretol,80 mg/25 mg tablets
Tektrotyd,"40 mg/12,5 mg tablets"
Teldipin,"80 mg/12,5 mg tablets"
Teldipin,80 mg/25 mg tablets
Teldipin,20 mg film - coated  tablets
Teldipin,40 mg film - coated  tablets
Teldipin,80 mg film - coated  tablets
Telfast,"40 mg/12,5 mg tablets"
Telfort,"80 mg/12,5 mg tablets"
Telfort,80 mg/25 mg tablets
Telmark,20 mg tablets
Telmark,40 mg tablets
Telmark,80 mg tablets
Telmark  Plus,20 mg tablets
Telmark Plus,20 mg film - coated  tablets
Telmimed  Plus,40 mg film - coated  tablets
Telmimed  Plus,80 mg film - coated  tablets
Telmimed  Plus,20 mg tablets
Telmisartan  EGIS,80 mg/25 mg tablets
Telmisartan  EGIS,"80 mg/12,5 mg tablets"
Telmisartan  EGIS,"40 mg/12,5 mg tablets"
Telmisartan  Hydrochlorothiazide Stada,"80 mg/12,5 mg tablets"
Telmisartan  Hydrochlorothiazide Stada,"40 mg/12,5 mg coated  tablets"
Telmisartan  Hydrochlorothiazide Stada,80 mg/25 mg tablets
Telmisartan  Jubilant,"40 mg/12,5 mg tablets"
Telmisartan  Jubilant,"80 mg/12,5 mg tablets"
Telmisartan  Jubilant,"80 mg/12,5 mg tablets"
Telmisartan  Renantos,80 mg/25 mg tablets
Telmisartan  Stada,"40 mg/12,5 mg tablets"
Telmisartan  Stada,80 mg/25 mg tablets
Telmisartan  Stada,"80 mg/12,5 mg tablets"
Telmisartan  Zentiva,"40mg/12,5 mg coated  tablets"
Telmisartan/  Hydrochlorothiazide Stada,"80mg/12,5 mg coated  tablets"
Telmisartan/  Hydrochlorothiazide Stada,"80 mg/12,5 mg tablets"
Telmisartan/  Hydrochlorothiazide Stada,80 mg/25 mg tablets
Telmisartan/  Hydrochlorothiazide Teva,"40 mg/12,5 mg tablets"
Telmisartan/Hydrochlorotbiazide  Sandoz,80 mg/25 mg tablets
Telmisartan/Hydrochlorothiazide  Billev,"80 mg/12,5 mg tablets"
Telmisartan/Hydrochlorothiazide  Billev,20 mg tablets
Telmisartan/Hydrochlorothiazide  Billev,40 mg tablets
Telmisartan/Hydrochlorothiazide  Chemo Iberica,80 mg tablets
Telmisartan/Hydrochlorothiazide  Chemo Iberica,"40 mg/12,5 mg tablets"
Telmisartan/Hydrochlorothiazide  Egis,"80 mg/12,5 mg tablets"
Telmisartan/Hydrochlorothiazide  Egis,80 mg/25 mg tablets
Telmisartan/Hydrochlorothiazide  Egis,"40 mg/12,5 mg tablets"
Telmisartan/Hydrochlorothiazide  Sandoz,"80 mg/12,5 mg tablets"
Telmisartan/Hydrochlorothiazide  Sandoz,80 mg/25 mg tablets
Telmisartan/Hydrochlorothiazide  Teva,80 mg film - coated  tablets
Telmisartan/Hydrochlorothiazide  Teva,40 mg film - coated  tablets
Telmisartan/Hydrochlorothizide  Egis,80 mg/25 mg tablets
Telmisartan/Hydrochlorothizide  Egis,"80 mg/12,5 mg tablets"
Telmisartan/Hydrochlorothizide  Egis,80 mg tablets
Telmitan,80 mg/25 mg tablets
Telmitan,"81 mg/12,5 mg tablets"
Telmitan,4 mg/ml solution for  injection
Telmitan Plus,"100 mg capsules, hard"
Telmitan Plus,140 mg hard capsules
Telmitan Plus,180 mg hard capsules
Telmitex,250 mg hard capsules
Telmitex,5 mg hard capsules
Telmitex,100 mg hard capsules
Telmotens,20 mg hard capsules
Telmotens,500 mg/20 mg film -  coated tablets
Telmotens Plus,tabl. Film 500 mg
Telmotens Plus,1 g powder for solution  for injection
Telsart,500 mg powder for  solution for injection
Telsol  Plus,2 g powder for oral  injection
Telsol  Plus,1000 mg powder for  solution for injection
Temelor,2000 mg powder for  solution for injection
Temozolomide  Actavis,500 mg powder for  solution for injection
Temozolomide  Glenmark,l mg tablets
Temozolomide  Glenmark,50 mg/5 mg film-coated  tablets
Temozolomide  Glenmark,50 mg/10 mg film-coated  tablets
Temozolomide  Glenmark,100 mg/5 mg film-coated  tablets
Temozolomide  Glenmark,100 mg/10 mg film-coated  tablets
Temozolomide  Glenmark,245 mg film - coated tablets
Tempalgin,245 mg film - coated tablets
Tempimet,245 mg film - coated  tablets
Tenataxime,245 mg film - coated tablet
Tenataxime,50 mg film - coated  tablets
Tenataxime,10  mg tablets
Tenaxone,5  mg tablets
Tenaxone,10 mg film-coated  tablets
Tenaxonе,20 mg film-coated  tablets
Tenaxum,40 mg film-coated  tablets
Tenloris,"2 mg capsules, hard"
Tenloris,300 mg prolonged -  release tablets
Tenloris,"8 mg/2,5 mg tablets"
Tenloris,1mg; 2mg; 5mg tablets
Tenofovir  Disoproxil Accordpharma,1 mg tablets
Tenofovir  Polpharma,2 mg tablets
Tenofovir Sandoz,5 mg tablets
Tenofovir  Zentiva,tabl. 125 mg x 7; x 10;  x 14; x 28; x 30; x 42; x 50; x 56; x 98; x 112
Tenormin,250 mg tablets
Tenox,1 g powder for solution  for injection
Tenox,2 g powder for solution  for injection
Tensar,cream 1% - 15 g
Tensar,tabl. 250 mg x 20
Tensar,"10 mg/2,5 mg film -  coated tablets"
Tensotran,"1,5 mg prolonged -  release tablets"
Teotard,20  mg tablets
Teraxans,40  mg tablets
Terazosin,80  mg tablets
Terazosin  Accord,20 mg/5 mg film - coated  tablets
Terazosin Accord,40 mg/5 mg film - coated  tablets
Terazosin Accord,40 mg/10 mg film - coated  tablets
Terbinafin  Genericon,"20 mg/5 mg/12,5 mg film -  coated tablets"
Terbinafin  Genericon,"40 mg/5 mg/12,5 mg film -  coated tablets"
Tercef,"40 mg/10 mg/12,5 mg film -  coated tablets"
Tercef,40 mg/5 mg/25 mg film -  coated tablets
Ternafin,40 mg/10 mg/25 mg film -  coated tablets
Ternafin,75 mg film - coated  tablets
Tertensif  Combi,20 mg/g transdermal gel
Tertensif  SR,50 mg transdermal gel
Tesgreco,suspension for injection
Tesgreco,suspension for injection
Tesgreco,suspension for injection
Tespadan,"0,5 ml suspension for  injection"
Tespadan,25 mg tablets
Tespadan,"powd. vial and susp.  pre-filled syringe for susp. inj. 0,5 ml x 1"
Tespadan  HCT,30 mg/g ointment
Tespadan  HCT,30 mg/g ointment
Tespadan  HCT,"250 mg capsules, hard"
Tespadan  HCT,10 mg / g eye ointment
Tespadan  HCT,10 mg/g eye ointment
Tessyron,100 mg/ml solution for  infusion
Testavan,"0,5 ml suspension for  injection"
Testim,50 mg tablets
Tetadif,16 mg tablets
Tetatox,24 mg tablets
Tetatox,5 mg tablets
Tetavax,10 mg tablets
Tetmodis,"70 mg tablets and 1  microgram capsules, soft"
TETRAct-HIB,1000 mg/880 IU chewable  tablets
Tetracyclin ABR,500 mg/440 IU chewable  tablets
Tetracycline  Actavis,10 mg tablets
Tetracycline  Actavis,5  mg tablets
Tetracycline  VISION,100 mg hard capsules
Tetracycline  Vision,"200 mg capsules, hard"
Tetraspan,"16 mg/12,5 mg tablets"
Tetraxim,"8 mg/12,5 mg tablets"
Tetrazepam - MIP,300 mg film - coated  tablets
TevaBehist,600 mg film - coated  tablets
TevaBehist,10 mg film - coated  tablets
TevaBisoprol,20 mg film - coated  tablets
TevaBisoprol,"8 mg prolonged - release  capsules, hard"
Tevabone,"16 mg prolonged -  release capsules, hard"
TevacarboVit,"24 mg prolonged -  release capsules, hard"
TevacarboVit,"1,5 mg prolonged -  release tablets"
TevaCetine,1000 mg film - coated  tablets
TevaCetine,500 mg film - coated  tablets
TevaCoxib,850 mg film - coated  tablets
TevaCoxib,70 mg tablets
TevaKandezid  plus,"1 microgram capsules,  soft"
TevaKandezid  plus,5 micrograms/ml solution  for injection
Tevaleptin,"2 microgram capsules,  soft"
Tevaleptin,1000 mg powder for  solution for injection or infusion
TevaLer,100 mg film - coated tablets
TevaLer,200 mg film - coated tablets
Tevalin,200 mg prolonged -  release tablets
Tevalin,300 mg prolonged -  release tablets
Tevalin,400 mg prolonged -  release tablets
Tevalndam,50 mg prolonged -  release tablets
TevaMet,"2 g / 0,250 g powder for solution for  infusion"
TevaMet,"4 g/ 0,500 g powder for  solution for infusion"
TevaMet,10 mg/ml concentrate for  solution for infusion
Tevanate,100 micrograms tablets
TevaPariVit,50 micrograms tablets
TevaPariVit,35 mg proronged -  release tablets
TevaPariVit,600 mg film - coated  tablets
TevaPenem,"600 mg/12,5 mg film -  coated tablets"
Tevaquel,40 mg tablets
Tevaquel,80 mg tablets
Tevaquel  XR,80 mg/25 mg tablets
Tevaquel  XR,"80 mg/12,5 mg tablets"
Tevaquel  XR,powd. sol. x 10
Tevaquel  XR,"37 MBq - 5,55 GBq  capsules, hard"
Tevaracilin,500 mg/10 mg/200 mg  syrop
Tevaracilin,650 mg/10 mg/20 mg  powder for oral solution
Tevarelbine,"500 mg/6,1 mg/100 mg  capsules, hard"
TevaThyrox,325 mg/10 mg/20 mg  powder for oral soltuion
TevaThyrox,"100 mg/12,2 mg/200 mg  powder for oral solution"
Tevatrim,600 mg film - coated  tablets
Teveten,600 mg/24 ml solution  for injection
Teveten  Plus,600 mg/24 ml solution  for injection
Tezeo,600 mg/20 ml concentrate  fot solution for infusion
Tezeo,600 mg film - coated tablets
Tezeo  HCT,600 mg/50 ml solution  for injection
Tezeo  HCT,500 mg powder for  solution for injection
Thera  Flu Extra Strength,1 g powder for solution  for injection
Theracap  131,500 mg powder for  solution for injection
Therafiu  Cold And Cough,l g powder for solution  for injection
Theraflu  Cold and Flu Extra Strength,powd.  inj. 1 g
Theraflu  Forte Cold and Cough,100 mg gastro -  resistant tablets
Theraflu  Forte Cold And Flu,"0,5 mg hard capsules"
Theraflu  Max Cold And Cough,5 mg film - coated tablets
Thioctacid  600 HR,10 mg film - coated  tablets
Thioctacid  600 T,20 mg film - coated  tablets
THIOCTIC  ACID ROMPHARM,"12,5 mg film - coated  tablets"
Thiogamma  600 Injekt,100 mg tablets
Thiogamma 600 Oral,100 mg tablets
Thiogamma  Turbo-Set,500 mg/500 mg powder for  solution for infusion
Thiopental  Avantx,"75 mg prolonged - release  capsules, hard"
Thiopental  Avantx,"150 mg prolonged - release  capsules, hard"
THIOPENTAL PANPHARMA,"75 mg prolonged - release  capsules, hard"
THIOPENTAL PANPHARMA,"150 mg prolonged - release  capsules, hard"
Thiopental  Sandoz,"37,5 mg prolonged -  release capsules, hard"
Thrombo  ASS,"75 mg prolonged - release  capsules, hard"
Thromboreductin,"150 mg prolonged -  release capsules, hard"
Thyrozol,50 mg powder for  solution for infusion
Thyrozol,20 mg film-coated  tablets
Thyrozol,20 mg film - coated  tablets
Tialera,"100 mg/ml oral drops,  solution"
Tiapride  Elit,"100 mg/ml oral drops,  solution"
Tiapride  G.L.,"50 micrograms/ml + 5  mg/nl eye drops, solution"
Tienam,"5 mg/ml eye drops,  solution"
Tifaxin  MR,"drops eye 0,5% - 5 ml x  1"
Tifaxin  MR,"0,5 % eye drops,  solution"
Tifaxin  SPM,sol. cut. - 50 ml
Tifaxin  SPM,"0,8 g/100 g + 100 g + 8  g/100 g cutaneous solution"
Tifaxin  SR,drops 200 mg/ml - 20 ml
Tifaxin  SR,"200mg/g oral drops,  solution"
Tifaxin  SR,"200 mg/1 ml oral drops,  solution"
Tigecycline  Sandoz,drops - 15 g; 800 g
Tilconox,"VT 50 mg/50 mg/ml oral  drops, solution"
Tilcotil,"50 mg/50 mg/g oral  drops, solution"
Tilidine  Sopharma,"200 mg/ml oral drops,  solution"
Tilidine  Unipharm,"200 mg/ml oral drops,  solution"
Timlatan,"oral drops, solution"
Timolol  vision,75 mg film - coated  tablets
Timoptic,500 mg film - coated  tablets
Timoptic,40 mg film - coated  tablets
Tinctura  Castellani - Hefe,20 mg film - coated  tablets
Tinctura  Castellani - Heffe,10 mg film - coated  tablets
Tinctura  Crataegi,5 mg film - coated  tablets
Tinctura Crataegi Chemax Pharma,10 mg/5 mg hard capsules
Tinctura Crataegi VT,20 mg/5 mg hard capsules
Tinctura  Menthae Piperitae,10 mg/100 mg hard  capsules
Tinctura Menthae Piperitae,20 mg/100 mg hard  capsules
Tinctura  Menthae Piperitae Chemax Pharma,5 mg/10 mg tablets
Tinctura Valerianae Chemax  Pharma,10 mg/10 mg tablets
Tinctura  Valerianae Kupro,20 mg/10 mg tablets
Tinctura Valerianae VT,"0,25 mg/ml concentrate  for solution for infusion"
Tingreks,solution for sealant
Tinidazol  Actavis,powder and solvent for  sealant
Tintaros,4  mg tablets
Tintaros,4 mg/2 ml solution for  injection
Tintaros,2 mg tablets
Tintaros,2 mg tablets
Tintaros  AM,25 mg film - coated  tablets
Tintaros  AM,50 mg film - coated  tablets
Tintaros  ASA,100 mg film - coated  tablets
Tintaros  ASA,300 mg/5 ml nebuliser  solution
Tintaros  Plus,3 mg/g +1 mg/g eye drops
Tintaros  Plus,3 mg/g + 1 mg/g eye  ointment
Tintaros  Plus,3 mg/1 mg/g eye ointment
Tirofiban-Tchaikapharma,"3 mg/1 mg/ml eye drops,  suspension"
Tissel,"3 mg/1 mg/ml eye drops,  suspension"
Tissel Lyo,80 mg/2 ml solution for  injection
Tiyozid,30 mg / 5 ml nebuliser  solution
Tiyozid,300 mg/5 ml nebuliser  solution
Tizanidine - Teva,300 mg/5 ml nebuliser  solution
Tizanidine - Teva,3 mg/g eye drops
Tobanex,3 mg/g eye ointment
Tobanex,3 mg/g eye ointment
Tobanex,"3 mg/ml eye drops, solution"
Tobi,"0,3 % eye drops,  solution"
Tobodexin,10 mg soft capsules
Tobodexin,30 mg soft capsules
Tobradex,20 mg/ml concentrate for  solution for infusion
Tobradex,"4 mg prolonged - release  capsules, hard"
Tobramed,1 mg film - coated  tablets
Tobramycin  Actavis,2 mg film - coated  tablets
Tobramycin  TEVA,"2 mg prolonged - release  capsules, hard"
Tobramycin  Via Pharma,"4 mg prolonged - release  capsules, hard"
Tobramycin  VVB,2 mg caps. Hard
Tobramysil,4 mg caps. Hard
Tobramysil,tablets
Tobrex,50 mg/75 mg/75 mg  tablets
Tobrex,300 mg eff.tabl.
Tobrin,100 mg film - coated  tablets
Toctino,25 mg film - coated  tablets
Toctino,50 mg film - coated  tablets
Tolnexa,200 mg film - coated  tablets
Toltecon,25 mg film - coated  tablets
Tolterodine  Accord,50 mg film - coated  tablets
Tolterodine  Accord,100 mg film - coated  tablets
Tolterodine  Accord,25 mg film - coated tablets
Tolterodine  Accord,50 mg film - coated tablets
Tomalon,100 mg film - coated tablets
Tomalon,200 mg film - coated  tablets
Tonsilotren,100 mg film - coated  tablets
Tonsipret,25 mg film - coated  tablets
Tonypiryn,50 mg film - coated  tablets
Topamax,"2,5 % gel"
Topamax,400 micrograms tablets
Topamax,4 mg powder for  concentrate for solution for infusion
Topilex,1 mg/ml concentrate for  solution for infusion
Topilex,1 mg lyophilisate for  concentrate for solution for infusion
Topilex,4 mg lyophilisate for  concentrate for solution for infusion
Topilex,1 mg concentrate for  solut. Infus.
Topiramate  Accord,4 mg powder for  concentrate for solution for infusion
Topiramate  Accord,10 mg tablets
Topiramate  Accord,5 mg tablets
Topiramate  Accord,"0,3 % eye drops,  solution"
Topirax,10 mg tablets
Topirax,5 mg tablets
Topirax,1 mg film - coated  tablets
Topogel,2 mg film - coated  tablets
Topogyne,3 mg film - coated  tablets
Topotecan  Accord,4 mg film - coated  tablets
Topotecan  Accord,"0,5 mg orodispersible  tablets"
Topotecan  Cipla,1 mg orodispersible  tablets
Topotecan  Cipla,2 mg orodispersible  tablets
Topotecan  EBEWE,"50 mg/12,5 mg  film-coated tablets"
Topotecan Kabi,"100 mg/12, 5 mg film - coated  tablets"
Torazidex,100 mg/25 mg film -  coated tablets
Torazidex,5 mg prolonged - release  tablets
Torbin,10 mg prolonged -  release tablets
Torem,80 mg film - coated  tablets
Torem,10 mg film - coated  tablets
Torendo,20 mg film - coated  tablets
Torendo,40 mg film - coated  tablets
Torendo,40 mg film - coated  tablets
Torendo,80 mg film - coated  tablets
Torendo Q-Tab,20 mg film - coated  tablets
Torendo Q-Tab,10 mg film - coated tablets
Torendo Q-Tab,80 film-coated tablets
Tores,10 mg film - coated  tablets blister
Tores,20 mg film - coated  tablets blister
Tores,40 mg film - coated  tablets blister
TORSIT  SR,10 mg film - coated  tablets
TORSIT  SR,20 mg film - coated  tablets
Torvacard,40 mg film - coated  tablets
Torvacard,5 mg film - coated  tablets
Torvacard,10 mg film - coated  tablets
Torvacard,oral. sol. 10 ml x 20
Torvacard  Zentiva,"5 mg/1,5 mg compressed  lozenges"
Torvacard  Zentiva,"0,5 mg/1,0 mg/1,0 mg  lozenges"
Torvacard  Zentiva,10 mg/ml solution for  injection
Torvacard  Zentiva,"0,5 mg capsules, hard"
Torvalipin,"1 mg capsules, hard"
Torvalipin,"5 mg capsules, hard"
Torvalipin,concentrate for solution  for infusion
Torvalipin,sol. inj. 50 mg/ml x 5;  x 10
Torvazin,"37,5 mg/325 mg film -  coated tablets"
Torvazin,100 mg prolonged -  release tablets
Torvazin,150 mg prolonged -  release tablets
Tosynal,200 mg prolonged -  release tablets
Tosynal,100 mg/2 ml solution for  injection/infusion
Tot'hema,50 mg hard capsules
TRACHIHELP,50 mg/ml solution for  injection/infusion
Trachisan,supp. 100 mg x 10; x 30
Tracrium,50 mg/ml solution for  injection
Tracsus,"50 mg capsules, hard"
Tracsus,50 mg/ml solution for  injection
Tracsus,"50 mg capsules, hard"
Tracutil,3 g powder for oral  suspension
Tralgit,500 mg powder and  solvent for solution for injection
Tramadol  Combo,500 mg gastro - resistant  tablets
Tramadol  Krka,"5 mg capsules, hard"
Tramadol  Krka,Ointment warming 50 mg+  50 mg+
Tramadol  Krka,50 mg + 15 mg + 15 mg/1 g ointment
Tramadol  KRKA,"50 mg + 15 mg + 9,1 mg/1  g ointment"
Tramadol  KRKA,oint. x 50
Tramadol  KRKA,oral drops - 30 ml
Tramadol  Stada,"oral sol. amp. - 2,2 ml  x 10"
Tramadol  STADA,solution for injection
Tramadol  STADA,1000 mg oral solution
Tramalgin,"40 mcg/ml eye drops,  solution"
Tramalgin,5 % gel
Transilane  sugar free,1% gel
Transmetil,"40 micrograms/ml + 5  mg/ml eye drops, solution"
Transmetil,"40 micrograms/ml eye  drops, solution"
Tranxene,"40 micrograms/ml eye  drops, solution"
TRAUMA,"40 micrograms/ml eye  drops, solution"
Trauma  Ointment Cooling,50 mg/5 ml oral solution
Trauma  Ointment Cooling,50 mg film - coated tablets
Traumeel  S,100 mg film - coated tablets
Traumeel  S,150 mg film - coated tablets
Traumeel  S,200 mg film - coated tablets
Traumeel S,50 mg film - coated tablets
Trausan,100 mg film - coated tablets
Travapress,150 mg film - coated tablets
Travmagel,200 mg film - coated tablets
Travmagel,1 mg/ ml solution for  infusion
Travoprost  + Timolol PharmaSwiss,10 mg/ ml solution for  infusion
Travoprost Pharmathen,2.5 mg/ ml solution for  infusion
Travoprost  RAFARM,5 mg/ ml solution for  infusion
Travoprost  Teva,coated tablets
Trazomed,"25 mg/12,5 mg tablets"
Trelema,250 mg film - coated  tablets
Trelema,300 mg prolonged - release  tablets
Trelema,500 mg vaginal tablets
Trelema,250 mg tablets
Trelema,70 mg + 500 mg/880 IU tablets
Trelema,"0,5mg/ 10mg/ lmg/ g  ointment"
Trelema,"0,5 mg/10 mg/l mg/g  cream"
Trelema,200 mg/20 ml solution  for infusion
Tresuvi,10 mg tablets
Tresuvi,200 mg tablets
Tresuvi,10 mg/ 2 ml solution for  injection
Tresuvi,20 mg/ 4 ml solution for  injection
Tri - Regol,5 mg tablets
Triampur  compositum,600 mg film-coated  tablets
Tribestan,300 mg film-coated  tablets
Tributin,150 mg film-coated  tablets
Trichomonacid,60 mg/ml oral suspension
Trichomonacid,50 mg/ml solutio for  injection
Tridepos,20 mg film - coated  tablets
Triderm,35 mg modified - release  tablets
Triderm,35 mg prolonged -  release tablets
Trifas,35 mg modified - release  tablets
Trifas,35 mg modified-release  tablets
Trifas,35 mg modified-release  tablets
Trifas,35 mg prolonged release tablets
Trifas,400 mg/80 mg tablets
Trifas  Cor,1 mg/ml concentrate for  solution for infusion
Trileptal,100 mg/40 mg/10 mg hard  capsules
Trileptal,100 mg/40 mg/5 mg hard  capsules
Trileptal,"100 mg/40 mg/2,5 mg hard  capsules"
Trileptal,"100 mg/20 mg/2,5 mg hard  capsules"
Trimadol  STADA,100 mg/20 mg/5 mg hard  capsules
Trimductal,100 mg/20 mg/10 mg hard  capsules
Trimepect,"3500 IU/6000 IU/1 mg/ml  eye drops, solution"
Trimetacor,300 mg hard capsules
Trimetazidine - Ratiopharm,hard capsules
Trimetazidine  Alvogen,"2,5 mg/0,625 mg/5 mg  film - coated tablets"
Trimetazidine-Vitania,"5 mg/1,25 mg/5 mg film -  coated tablets"
Trimetazigen  MR,"5 mg/1,25 mg/10 mg film  - coated tablets"
Trimezol,"10 mg/2,5 mg/5 mg film -  coated tablets"
Trinitrina,"10 mg/2,5 mg/10 mg film  - coated tablets"
Trinomia,coated tablets
Trinomia,film - coated tablets
Trinomia,10 mg tablets
Trinomia,5 mg tablets
Trinomia,"tabl. 2,5 mg/12,5 mg x  28"
Trinomia,10 mg/5 mg hard capsules
Trio  Vision,5 mg/5 mg hard capsules
Trioflen,5 mg/25 mg tablets
Triovit,"10 mg/12,5 mg tablets"
Triplixam,10 mg/25 mg tablets
Triplixam,75 mg prolonged -  release tablets
Triplixam,150 mg prolonged -  release tablets
Triplixam,150 mg prolonged -  release tablets
Triplixam,300 mg prolonged -  release tablets
Tri-Regol,100 mg powder for  concetrate for solution for infusion
Trisequens,500 mg powder for  concetrate for solution for infusion
Tritace,1000 mg powder for  concetrate for solution for infusion
Tritace,"62,5 mg film - coated tablets"
"Tritace  2,5 plus",125 mg film - coated tablets
Tritace  Combo,75 mg film - coated  tablets
Tritace  Combo,75 mg film - coated  tablets
Tritace Plus,100 mg gastro -  resistant tablets
Tritace Plus,"10 mg/ml eye drops,  solution"
Tritace Plus,"5 mg/ml eye drops,  solution"
Trittico,15 mg orodispersible  tablets
Trittico,"7,5 mg orodispersible  tablets"
Trittico  XR,caps. 300 mg x 50
Trittico  XR,2% gel
Trixid,caps. 300 mg x 50
Trixid,2% gel
Trixid,2% gel
Trocordis,"300 mg capsules, hard"
Trocordis,2% gel
Trogran,30 mg/20 mg/g gel
Trombex,30 mg/20 mg/g gel
Trombo  ASS,"tabl. film 2,5 mg x 10;  x 14; x 28; x 30; x 100"
Tropicamid  Vision,"125 micrograms per  actuation pressurised inhalation,  suspension"
Tropicamid  Vision,"250 micrograms per  actuation pressurised inhalation,  suspension"
Trosicam,250 mg film - coated  tablets
Trosicam,500 mg film - coated  tablets
Troxemed,750 mg film - coated  tablets
Troxerutin  DS,1000 mg film - coated  tablets
Troxerutin  Sopharma,100 mg/ml oral solution
Troxerutin  Sopharma,"2 % eye drops, solution"
Troxerutin  VP,5 mg film - coated tablets
Troxevasin,"300 mg capsules, hard"
Troxevasin,20 mg film - coated tablets
Troxevasin Duo,10 mg film - coated tablets
Troximetacin,75 mg gastro - resistant  tablets
Trozel,100 mg gastro - resistant  tablets
Truflo,7 mg/ml syrup
Truflo,"7,53g/7,53g/100g syrup"
Trund,"syr. x 2,5 mg/01,0  mg/125 ml."
Trund,"2,5 mg/1 mg/125 mg/ml  syrup"
Trund,120 mg/5 ml oral  suspension
Trund,6 + 250 mg/5 ml oral  suspension
Trund,susp. 250 mg/5 ml - 100  ml
Trusopt,powd. x 12
Truzor,500 mg/4 mg/60 mg powder  for oral suspension
Tubocin,powd. x 12
Tulip,500 mg/4 mg/60 mg powder  for oral suspension
Tulip,powd. x 12
Tusari,250mg/ 2mg/30mg powder  for oral suspension
Tusari,500 mg/30 mg tablets
Tuspan,tabl. x 2; x 20
Tussavit,500 mg/4 mg/10 mg powder  for oral suspension
Tussirol,"sol.  inj. pre-filled syr. 0,5 ml /1 dose/ + 2 needles x 1; x 10"
Tussirol,solution for injection  in a pre - filled sirynge
Tylol,"0,5 ml solution for  injection"
Tylol,5 mg film - coated  tablets
Tylol  6 +,10 mg film - coated  tablets
Tylol  Hot,"2,5 mg film - coated  tablets"
Tylol  hot,
Tylol  Hot D,
Tylol hot D,
Tylol  Hot Pediatric,описание:
Tylol hot pediatric,
Tylol  Plus,"40 mg/0,006 mg/ml  solution for injection"
Tylol Plus 500 mg,"40 mg/0,012 mg/ml  solution for injection"
Tylolfen  Hot,120 mg film - coated  tablets
Typherix,40 mg powder for  solution for infusion
Typherix,20 mg hard gastro -  resistant capsules
Typhim  VI,20 mg gastro - resistant  tablets
Tyrez,40 mg gastro - resistant  tablets
Tyrez,40 mg powder for  solution for injection
Tyrez,"10 mg gastro - resistant  capsules, hard"
,"40 mg gastro - resistant  capsules, hard"
"Одобрени  КХП на лекарствени продукти, разрешени за употреба в Р. България","sol. inj. 40 mg\0,006  mg\ml - 2 ml x 20; 1,7 ml x 100"
,sol. inj. amp. 2 ml x 20
търговско  наименование:,5 mg/g eye ointmemt
,40 mg film - coated  tablets
Ubistesin,10 mg film - coated  tablets
Ubistesin Forte,20 mg film - coated  tablets
Ulcamed,623 mg/ml solution for  injection/infusion
Ulcoprol,769 mg/ml solution for  injection/infusion
Ulcoprol,623 mg/ ml solution for  injection/infusion
Ulprix,769 mg/ ml solution for  injection/infusion
Ulprix,200 g/l solution for  infusion
Ulsepan,500 IU powder and  solvent for solutin for infusion
Ultop,powd. inf. vial 500 IU +  solv. vial 20 ml + inf. set
Ultop,"8 g/10 g oral drops,  solution"
Ultracain  D-S,film - coated tablets
Ultracain  D-S Forte,"1,0 g/0,5 g powder for  solution for injection"
Ultracortenol,375 mg film - coated  tablets
Ultravas,"0,1 % eye drops, solution"
Ultravas,"0,1 % eye drops,  solution"
Ultravas,"0,3% eye/ear drops,  solution"
Ultravist,"50 micrograms/ml eye  drops, solution"
Ultravist,75 mg dispersible  tablets
Ultravist  300,75 mg dispersible  tablets
Ultravist  370,"0,120 mg/0,015 mg per 24  hours, vaginal delivery system"
Uman  Albumin,325 mg gastro-resistant  tabl.
Uman Complex,100 mg gastro-resistant  tabl.
Uman  Complex D.I. 500 IU,500 mg gastro -  resistant tablets
Umckalor,"0,5 % eye drops,  solution"
Umckalor,"1% eye drops, solution"
Unasyn,"1,0 g / 0,5 g powder for  solution for injection"
Unasyn,330 mg/200 mg  effervescent tablets
Uniclophen,1 g effervescent tablets
Unidexa Unimed Pharma,"2,4 g/2,5 g granules"
Uniflox,"0,4 mg modified -  release capsules, hard"
Unilat,"0,5 mg /0,4 mg capsules,  hard"
Unirex,"6 mg capsules, hard"
Unirex  Cardio,"0,1 g/ml + 0,66 g/ml  solution for injection/infusion"
Uniring,160 mg/120 mg soft  capsules
Unispir,100 mg/ml solution for  injection
Unispir,0.4 mg/20 mg/g urethral  emulsion
Unispir,50  mg tablets
Unitimolol,25 mg tablets
Unitropic,"250 mg capsules, hard"
Unsayn,"250 mg capsules, hard"
Upsarin  C,"200 mg vaginal capsules,  soft"
Upsavit  Vitamin C,"100 mg capsules, soft"
Uralyt-U,
Urimax,
Urimax  Duo,описание:
Uro  - Vaxom,film-coat. tabl. 20 mg x  14; x 28; x 56
Urografin,film-coat. tabl. 40 mg x  14; x 28; x 56
Urogutt,film-coat. tabl. 10 mg x  14; x 28; x 56
Uromitexan,suspension for injection
URONT,2 mg capsules
Urostim  Adults,10 mgr vaginal tablets
Urostim  Children,10 microgram vaginal  tablets
Ursofalk,167 mg/100 mg pessaries
Ursosan,sol. 36% - 50 g
